Element Mutations(M),Element Not Mutated(N-M),Non Element Mutations:(m),Non Element not mutated:(n-m),OR-FET,p-value FET,chisq-stat,chi p-value
20,156,313,146687,60.0831490128615,5.48872558366323E-28,968.221341432236,1.45181880370548E-212
